1.0000,0.0000
1.0063,0.0251
1.0125,0.0462
1.0188,0.0666
1.0250,0.0860
1.0312,0.1049
1.0375,0.1234
1.0437,0.1324
1.0500,0.1488
1.0562,0.1661
1.0625,0.1839
1.0687,0.2091
1.0750,0.2310
1.0813,0.2710
1.0875,0.3125
1.0938,0.3650
1.1000,0.4151
