0.0000, 0.0000
0.0125, 0.0147
0.0250, 0.0294
0.0375, 0.0486
0.0500, 0.0633
0.0625, 0.0814
0.0750, 0.0983
0.0875, 0.1186
0.1000, 0.1412
0.1125, 0.1649
0.1250, 0.1942
0.1375, 0.2292
0.1500, 0.2698
0.1625, 0.3227
0.1750, 0.3791
0.1875, 0.4557
0.2000, 0.5435
