1.0000,0.0000
0.9938,-0.0308
0.9875,-0.0659
0.9812,-0.1040
0.9750,-0.1459
0.9688,-0.1898
0.9625,-0.2390
0.9563,-0.2920
0.9500,-0.3503
0.9437,-0.4127
0.9375,-0.4812
0.9312,-0.5564
0.9250,-0.6384
0.9187,-0.7306
0.9125,-0.8337
0.9063,-0.9487
0.9000,-1.1484
